Postal_Code,Place_Name,County
9343,Edve,Győr-Moson-Sopron
3304,Eger,Heves
3323,Eger,Heves
3300,Eger,Heves
7763,Egerág,Baranya
8497,Egeralja,Veszprém
8765,Egeraracsa,Zala
3321,Egerbakta,Heves
3337,Egerbocs,Heves
3341,Egercsehi,Heves
3379,Egerfarmos,Heves
3461,Egerlövő,Borsod-Abaúj-Zemplén
3394,Egerszalók,Heves
3757,Égerszög,Heves
3328,Egerszólát,Borsod-Abaúj-Zemplén
8913,Egervár,Zala
9684,Egervölgy,Vas
9314,Egyed,Győr-Moson-Sopron
4067,Egyek,Hajdú-Bihar
4069,Egyek,Hajdú-Bihar
3043,Egyházasdengeleg,Nógrád
9473,Egyházasfalu,Győr-Moson-Sopron
3185,Egyházasgerge,Nógrád
7824,Egyházasharaszti,Baranya
9554,Egyházashetye,Vas
9781,Egyházashollós,Vas
8523,Egyházaskesző,Veszprém
7347,Egyházaskozár,Baranya
9783,Egyházasrádóc,Vas
5742,Elek,Békés
7744,Ellend,Baranya
2423,Előszállás,Fejér
2424,Előszállás,Fejér
3432,Emőd,Borsod-Abaúj-Zemplén
3854,Encs,Borsod-Abaúj-Zemplén
3860,Encs,Borsod-Abaúj-Zemplén
4374,Encsencs,Szabolcs-Szatmár-Bereg
3165,Endrefalva,Nógrád
7973,Endrőc,Baranya
9143,Enese,Győr-Moson-Sopron
8131,Enying,Fejér
8130,Enying,Fejér
6624,Eperjes,Csongrád
4646,Eperjeske,Szabolcs-Szatmár-Bereg
8413,Eplény,Veszprém
2526,Epöl,Komárom-Esztergom
2453,Ercsi,Fejér
2451,Ercsi,Fejér
2036,Érd,Pest
2035,Érd,Pest
2030,Érd,Pest
3932,Erdőbénye,Borsod-Abaúj-Zemplén
3935,Erdőhorváti,Borsod-Abaúj-Zemplén
2113,Erdőkertes,Pest
3252,Erdőkövesd,Heves
2176,Erdőkürt,Nógrád
7735,Erdősmárok,Baranya
7723,Erdősmecske,Baranya
2177,Erdőtarcsa,Nógrád
3358,Erdőtelek,Heves
3295,Erk,Heves
4245,Érpatak,Szabolcs-Szatmár-Bereg
6347,Érsekcsanád,Bács-Kiskun
6348,Érsekhalma,Bács-Kiskun
2659,Érsekvadkert,Nógrád
7093,Értény,Tolna
7661,Erzsébet,Baranya
4124,Esztár,Hajdú-Bihar
8882,Eszteregnye,Zala
8742,Esztergályhorváti,Zala
2509,Esztergom,Komárom-Esztergom
2500,Esztergom,Komárom-Esztergom
2947,Ete,Komárom-Esztergom
3136,Etes,Nógrád
2091,Etyek,Fejér
4354,Fábiánháza,Szabolcs-Szatmár-Bereg
6625,Fábiánsebestyén,Csongrád
7136,Fácánkert,Tolna
7139,Fadd,Tolna
7133,Fadd,Tolna
3865,Fáj,Borsod-Abaúj-Zemplén
6352,Fajsz,Bács-Kiskun
3855,Fancsal,Borsod-Abaúj-Zemplén
9321,Farád,Győr-Moson-Sopron
8582,Farkasgyepű,Veszprém
3608,Farkaslyuk,Borsod-Abaúj-Zemplén
2765,Farmos,Pest
7732,Fazekasboda,Baranya
3255,Fedémes,Heves
5213,Fegyvernek,Jász-Nagykun-Szolnok
5231,Fegyvernek,Jász-Nagykun-Szolnok
4900,Fehérgyarmat,Szabolcs-Szatmár-Bereg
9163,Fehértó,Győr-Moson-Sopron
8052,Fehérvárcsurgó,Fejér
7724,Feked,Baranya
9211,Feketeerdő,Győr-Moson-Sopron
8086,Felcsút,Fejér
3352,Feldebrő,Heves
6645,Felgyő,Csongrád
9122,Felpéc,Győr-Moson-Sopron
3985,Felsőberecki,Borsod-Abaúj-Zemplén
9794,Felsőcsatár,Vas
3847,Felsődobsza,Borsod-Abaúj-Zemplén
7370,Felsőegerszeg,Baranya
3837,Felsőgagy,Borsod-Abaúj-Zemplén
9934,Felsőjánosfa,Vas
3722,Felsőkelecsény,Borsod-Abaúj-Zemplén
6055,Felsőlajos,Bács-Kiskun
9918,Felsőmarác,Vas
7456,Felsőmocsolád,Somogy
7175,Felsőnána,Tolna
3721,Felsőnyárád,Borsod-Abaúj-Zemplén
7099,Felsőnyék,Tolna
8227,Felsőörs,Veszprém
8380,Felsőpáhok,Zala
2363,Felsőpakony,Pest
2611,Felsőpetény,Nógrád
8767,Felsőrajk,Zala
3989,Felsőregmec,Borsod-Abaúj-Zemplén
8973,Felsőszenterzsébet,Zala
6447,Felsőszentiván,Bács-Kiskun
7968,Felsőszentmárton,Baranya
9985,Felsőszölnök,Vas
3324,Felsőtárkány,Heves
3735,Felsőtelekes,Borsod-Abaúj-Zemplén
3067,Felsőtold,Nógrád
3814,Felsővadász,Borsod-Abaúj-Zemplén
3561,Felsőzsolca,Borsod-Abaúj-Zemplén
4621,Fényeslitke,Szabolcs-Szatmár-Bereg
8432,Fenyőfő,Veszprém
6774,Ferencszállás,Csongrád
9493,Fertőboz,Győr-Moson-Sopron
9433,Fertőd,Győr-Moson-Sopron
9431,Fertőd,Győr-Moson-Sopron
9442,Fertőendréd,Győr-Moson-Sopron
9492,Fertőhomok,Győr-Moson-Sopron
9421,Fertőrákos,Győr-Moson-Sopron
9444,Fertőszentmiklós,Győr-Moson-Sopron
9436,Fertőszéplak,Győr-Moson-Sopron
7282,Fiad,Somogy
3994,Filkeháza,Borsod-Abaúj-Zemplén
8835,Fityeház,Zala
6331,Foktő,Bács-Kiskun
6922,Földeák,Hajdú-Bihar
4177,Földes,Somogy
4090,Folyás,Borsod-Abaúj-Zemplén
7271,Fonó,Somogy
3893,Fony,Somogy
8732,Főnyed,Csongrád
8644,Fonyód,Borsod-Abaúj-Zemplén
8640,Fonyód,Pest
6793,Forráskút,Csongrád
3849,Forró,Hajdú-Bihar
2151,Fót,Somogy
8157,Füle,Borsod-Abaúj-Zemplén
4964,Fülesd,Hajdú-Bihar
3864,Fulókércs,Fejér
4266,Fülöp,Szabolcs-Szatmár-Bereg
6042,Fülöpháza,Hajdú-Bihar
6116,Fülöpjakab,Bács-Kiskun
6085,Fülöpszállás,Bács-Kiskun
4754,Fülpösdaróc,Bács-Kiskun
7087,Fürged,Szabolcs-Szatmár-Bereg
4141,Furta,Tolna
3996,Füzér,Borsod-Abaúj-Zemplén
3994,Füzérkajata,Borsod-Abaúj-Zemplén
3997,Füzérkomlós,Borsod-Abaúj-Zemplén
3993,Füzérradvány,Borsod-Abaúj-Zemplén
3390,Füzesabony,Heves
5525,Füzesgyarmat,Békés
8777,Füzvölgy,Zala
4122,Gáborján,Hajdú-Bihar
8969,Gáborjánháza,Zala
4972,Gacsály,Szabolcs-Szatmár-Bereg
7276,Gadács,Somogy
8716,Gadány,Somogy
3815,Gadna,Borsod-Abaúj-Zemplén
5932,Gádoros,Békés
3837,Gagyapáti,Borsod-Abaúj-Zemplén
3817,Gagybátor,Borsod-Abaúj-Zemplén
3816,Gagyvendégi,Borsod-Abaúj-Zemplén
8754,Galambok,Zala
2686,Galgaguta,Nógrád
2681,Galgagyörk,Pest
2193,Galgahévíz,Pest
2183,Galgamácsa,Pest
7473,Gálosfa,Somogy
3752,Galvács,Borsod-Abaúj-Zemplén
8685,Gamás,Somogy
8597,Ganna,Veszprém
8082,Gánt,Fejér
6522,Gara,Bács-Kiskun
3067,Garáb,Nógrád
8747,Garabonc,Zala
3873,Garadna,Borsod-Abaúj-Zemplén
4976,Garbolc,Szabolcs-Szatmár-Bereg
2484,Gárdony,Fejér
2485,Gárdony,Fejér
2483,Gárdony,Fejér
7812,Garé,Baranya
9952,Gasztony,Vas
6111,Gátér,Bács-Kiskun
4471,Gávavencsellő,Szabolcs-Szatmár-Bereg
4472,Gávavencsellő,Szabolcs-Szatmár-Bereg
4754,Géberjén,Szabolcs-Szatmár-Bereg
8543,Gecse,Veszprém
6334,Géderlak,Bács-Kiskun
4517,Gégény,Szabolcs-Szatmár-Bereg
3444,Gelej,Borsod-Abaúj-Zemplén
4935,Gelénes,Szabolcs-Szatmár-Bereg
8981,Gellénháza,Zala
8774,Gelse,Zala
8774,Gelsesziget,Zala
4567,Gemzse,Szabolcs-Szatmár-Bereg
9721,Gencsapáti,Vas
9672,Gérce,Vas
7951,Gerde,Baranya
5925,Gerendás,Békés
7362,Gerényes,Baranya
7733,Geresdlak,Baranya
7134,Gerjen,Tolna
9813,Gersekarát,Vas
5734,Geszt,Békés
3923,Gesztely,Borsod-Abaúj-Zemplén
3715,Gesztely,Borsod-Abaúj-Zemplén
4232,Geszteréd,Szabolcs-Szatmár-Bereg
8762,Gétye,Zala
8435,Gic,Veszprém
7527,Gige,Somogy
7954,Gilvánfa,Baranya
3578,Girincs,Borsod-Abaúj-Zemplén
2131,Göd,Veszprém
2132,Göd,Borsod-Abaúj-Zemplén
2100,Gödöllő,Pest
7386,Gödre,Zala
7385,Gödre,Vas
8346,Gógánfa,Baranya
7272,Gölle,Zala
3906,Golop,Pest
2217,Gomba,Pest
8984,Gombosszeg,Pest
3728,Gömörszőlős,Baranya
3895,Gönc,Baranya
3894,Göncruszka,Somogy
9071,Gönyű,Borsod-Abaúj-Zemplén
9625,Gór,Borsod-Abaúj-Zemplén
4075,Görbeháza,Borsod-Abaúj-Zemplén
7833,Görcsöny,Győr-Moson-Sopron
7728,Görcsönydoboka,Hajdú-Bihar
7853,Gordisa,Baranya
7553,Görgeteg,Baranya
8913,Gősfa,Somogy
8978,Gosztola,Zala
7162,Grábóc,Tolna
4842,Gulács,Szabolcs-Szatmár-Bereg
8951,Gutorfölde,Zala
2360,Gyál,Pest
9474,Gyalóka,Győr-Moson-Sopron
9774,Gyanógeregye,Vas
9126,Gyarmat,Győr-Moson-Sopron
8851,Gyékényes,Somogy
8315,Gyenesdiás,Zala
8473,Gyepükaján,Veszprém
2821,Gyermely,Komárom-Esztergom
7668,Gyód,Baranya
5502,Gyomaendrőd,Békés
5500,Gyomaendrőd,Békés
9124,Gyömöre,Győr-Moson-Sopron
2230,Gyömrő,Győr-Moson-Sopron
7954,Gyöngyfa,Pest
3221,Gyöngyös,Baranya
3232,Gyöngyös,Heves
3233,Gyöngyös,Heves
3200,Gyöngyös,Heves
9723,Gyöngyösfalu,Heves
3212,Gyöngyöshalász,Vas
7972,Gyöngyösmellék,Heves
3211,Gyöngyösoroszi,Baranya
3035,Gyöngyöspata,Heves
3231,Gyöngyössolymos,Heves
3036,Gyöngyöstarján,Heves
7064,Gyönk,Heves
9019,Győr,Tolna
9011,Győr,Győr-Moson-Sopron
9012,Győr,Győr-Moson-Sopron
9000,Győr,Győr-Moson-Sopron
9021,Győr,Győr-Moson-Sopron
9022,Győr,Győr-Moson-Sopron
9023,Győr,Győr-Moson-Sopron
9024,Győr,Győr-Moson-Sopron
9025,Győr,Győr-Moson-Sopron
9026,Győr,Győr-Moson-Sopron
9027,Győr,Győr-Moson-Sopron
9028,Győr,Győr-Moson-Sopron
9029,Győr,Győr-Moson-Sopron
9030,Győr,Győr-Moson-Sopron
9093,Győrasszonyfa,Győr-Moson-Sopron
7352,Györe,Győr-Moson-Sopron
3954,Györgytarló,Tolna
7045,Györköny,Borsod-Abaúj-Zemplén
9173,Győrladamér,Tolna
9363,Gyóró,Győr-Moson-Sopron
4625,Győröcske,Szabolcs-Szatmár-Bereg
9084,Győrság,Győr-Moson-Sopron
9161,Győrsövényház,Győr-Moson-Sopron
9121,Győrszemere,Győr-Moson-Sopron
4752,Győrtelek,Szabolcs-Szatmár-Bereg
9081,Győrújbarát,Győr-Moson-Sopron
9171,Győrújfalu,Győr-Moson-Sopron
9821,Győrvár,Vas
9172,Győrzámoly,Győr-Moson-Sopron
8692,Gyugy,Somogy
4733,Gyügye,Békés
5711,Gyula,Békés
5703,Gyula,Békés
5700,Gyula,Szabolcs-Szatmár-Bereg
4545,Gyulaháza,Tolna
7227,Gyulaj,Veszprém
8286,Gyulakeszi,Fejér
4813,Gyüre,Szabolcs-Szatmár-Bereg
2464,Gyúró,Szabolcs-Szatmár-Bereg
8932,Gyűrűs,Zala
8694,Hács,Somogy
8992,Hagyárosbörönd,Zala
8771,Hahót,Zala
4273,Hajdúbagos,Hajdú-Bihar
4224,Hajdúböszörmény,Hajdú-Bihar
4086,Hajdúböszörmény,Hajdú-Bihar
4074,Hajdúböszörmény,Hajdú-Bihar
4220,Hajdúböszörmény,Hajdú-Bihar
4087,Hajdúdorog,Hajdú-Bihar
4242,Hajdúhadház,Hajdú-Bihar
4085,Hajdúnánás,Hajdú-Bihar
4080,Hajdúnánás,Hajdú-Bihar
4251,Hajdúsámson,Hajdú-Bihar
4200,Hajdúszoboszló,Hajdú-Bihar
4212,Hajdúszovát,Hajdú-Bihar
7473,Hajmás,Somogy
8192,Hajmáskér,Veszprém
6344,Hajós,Bács-Kiskun
9814,Halastó,Vas
9228,Halászi,Győr-Moson-Sopron
2314,Halásztelek,Pest
8452,Halimba,Veszprém
3842,Halmaj,Borsod-Abaúj-Zemplén
3273,Halmajugra,Heves
9917,Halogy,Vas
3795,Hangács,Borsod-Abaúj-Zemplén
3626,Hangony,Borsod-Abaúj-Zemplén
2434,Hantos,Fejér
9784,Harasztifalu,Vas
7172,Harc,Tolna
9422,Harka,Győr-Moson-Sopron
6136,Harkakötöny,Bács-Kiskun
7815,Harkány,Baranya
7585,Háromfa,Somogy
3936,Háromhuta,Borsod-Abaúj-Zemplén
3555,Harsány,Borsod-Abaúj-Zemplén
8442,Hárskút,Veszprém
6327,Harta,Bács-Kiskun
6326,Harta,Bács-Kiskun
7745,Hásságy,Baranya
3000,Hatvan,Heves
9178,Hédervár,Győr-Moson-Sopron
7533,Hedrehely,Somogy
8296,Hegyesd,Veszprém
9222,Hegyeshalom,Győr-Moson-Sopron
9631,Hegyfalu,Vas
9915,Hegyháthodász,Vas
7348,Hegyhátmaróc,Baranya
9915,Hegyhátsál,Vas
9934,Hegyhátszentjakab,Vas
9931,Hegyhátszentmárton,Vas
9826,Hegyhátszentpéter,Vas
9437,Hegykő,Győr-Moson-Sopron
8265,Hegymagas,Veszprém
3786,Hegymeg,Borsod-Abaúj-Zemplén
7837,Hegyszentmárton,Baranya
3041,Héhalom,Nógrád
3892,Hejce,Borsod-Abaúj-Zemplén
3593,Hejőbába,Borsod-Abaúj-Zemplén
3597,Hejőkeresztúr,Borsod-Abaúj-Zemplén
3588,Hejőkürt,Borsod-Abaúj-Zemplén
3594,Hejőpapi,Borsod-Abaúj-Zemplén
3595,Hejőszalonta,Borsod-Abaúj-Zemplén
7683,Helesfa,Baranya
6034,Helvécia,Bács-Kiskun
4123,Hencida,Hajdú-Bihar
7532,Hencse,Somogy
2053,Herceghalom,Pest
3958,Hercegkút,Borsod-Abaúj-Zemplén
6525,Hercegszántó,Bács-Kiskun
3011,Heréd,Heves
2832,Héreg,Komárom-Esztergom
2677,Herencsény,Nógrád
8440,Herend,Veszprém
7587,Heresznye,Somogy
4735,Hermánszeg,Szabolcs-Szatmár-Bereg
2376,Hernád,Pest
3853,Hernádbűd,Borsod-Abaúj-Zemplén
3887,Hernádcéce,Borsod-Abaúj-Zemplén
3563,Hernádkak,Borsod-Abaúj-Zemplén
3846,Hernádkércs,Borsod-Abaúj-Zemplén
3564,Hernádnémeti,Borsod-Abaúj-Zemplén
3874,Hernádpetri,Borsod-Abaúj-Zemplén
3852,Hernádszentandrás,Borsod-Abaúj-Zemplén
3875,Hernádszurdok,Borsod-Abaúj-Zemplén
3874,Hernádvécse,Borsod-Abaúj-Zemplén
8957,Hernyék,Zala
3655,Hét,Borsod-Abaúj-Zemplén
4843,Hetefejércse,Szabolcs-Szatmár-Bereg
7432,Hetes,Somogy
7681,Hetvehely,Baranya
8344,Hetyefő,Veszprém
3360,Heves,Heves
3322,Hevesaranyos,Heves
3383,Hevesvezekény,Heves
8380,Hévíz,Zala
2192,Hévízgyörk,Pest
7696,Hidas,Baranya
3876,Hidasnémeti,Borsod-Abaúj-Zemplén
8247,Hidegkút,Veszprém
9491,Hidegség,Győr-Moson-Sopron
3768,Hidvégardó,Borsod-Abaúj-Zemplén
7735,Himesháza,Baranya
9362,Himod,Győr-Moson-Sopron
7838,Hirics,Baranya
7971,Hobol,Baranya
4334,Hodász,Szabolcs-Szatmár-Bereg
6806,Hódmezővásárhely,Csongrád
6800,Hódmezővásárhely,Csongrád
7191,Hőgyész,Somogy
8731,Hollád,Borsod-Abaúj-Zemplén
3999,Hollóháza,Nógrád
3176,Hollókő,Veszprém
8563,Homokbödöge,Zala
8777,Homokkomárom,Bács-Kiskun
6341,Homokmégy,Somogy
7537,Homokszentgyörgy,Baranya
7716,Homorúd,Borsod-Abaúj-Zemplén
3812,Homrogd,Nógrád
2647,Hont,Nógrád
2658,Horpács,Heves
3014,Hort,Hajdú-Bihar
4071,Hortobágy,Baranya
7935,Horváthertelend,Vas
9796,Horvátlövő,Vas
9733,Horvátzsidány,Baranya
7694,Hosszúhetény,Hajdú-Bihar
4274,Hosszúpályi,Vas
9676,Hosszúpereszteg,Somogy
8716,Hosszúvíz,Zala
8777,Hosszúvölgy,Veszprém
8475,Hosztót,Zala
8991,Hottó,Tolna
9361,Hövej,Győr-Moson-Sopron
2672,Hugyag,Nógrád
5555,Hunya,Békés
5063,Hunyadfalva,Jász-Nagykun-Szolnok
7678,Husztót,Baranya
7935,Ibafa,Baranya
8984,Iborfia,Zala
4484,Ibrány,Szabolcs-Szatmár-Bereg
7275,Igal,Somogy
7016,Igar,Fejér
7015,Igar,Fejér
3459,Igrici,Borsod-Abaúj-Zemplén
8726,Iharos,Somogy
8725,Iharosberény,Somogy
9756,Ikervár,Vas
2181,Iklad,Pest
9634,Iklanberény,Vas
8958,Iklódbördőce,Zala
9141,Ikrény,Győr-Moson-Sopron
2675,Iliny,Nógrád
4566,Ilk,Szabolcs-Szatmár-Bereg
7775,Illocska,Baranya
3724,Imola,Borsod-Abaúj-Zemplén
6238,Imrehegy,Bács-Kiskun
3851,Ináncs,Borsod-Abaúj-Zemplén
2365,Inárcs,Pest
8724,Inke,Somogy
7847,Ipacsfa,Baranya
2631,Ipolydamásd,Pest
3138,Ipolytarnóc,Nógrád
2633,Ipolytölgyes,Pest
2669,Ipolyvece,Nógrád
7095,Iregszemcse,Tolna
3786,Irota,Borsod-Abaúj-Zemplén
2117,Isaszeg,Pest
9941,Ispánk,Vas
3253,Istenmezeje,Heves
7987,Istvándi,Somogy
8043,Iszkaszentgyörgy,Fejér
8493,Iszkáz,Veszprém
8045,Isztimér,Fejér
3248,Ivád,Heves
9374,Iván,Győr-Moson-Sopron
7772,Ivánbattyán,Baranya
9931,Ivánc,Vas
2454,Iváncsa,Fejér
7781,Ivándárda,Baranya
7353,Izmény,Tolna
6070,Izsák,Bács-Kiskun
3741,Izsófalva,Borsod-Abaúj-Zemplén
7362,Jágónak,Tolna
9798,Ják,Vas
6078,Jakabszállás,Bács-Kiskun
9643,Jákfa,Vas
3721,Jákfalva,Borsod-Abaúj-Zemplén
7525,Jákó,Somogy
4841,Jánd,Szabolcs-Szatmár-Bereg
4741,Jánkmajtis,Szabolcs-Szatmár-Bereg
6440,Jánoshalma,Bács-Kiskun
9545,Jánosháza,Vas
5143,Jánoshida,Jász-Nagykun-Szolnok
9241,Jánossomorja,Győr-Moson-Sopron
9242,Jánossomorja,Győr-Moson-Sopron
3664,Járdánháza,Borsod-Abaúj-Zemplén
4337,Jármi,Szabolcs-Szatmár-Bereg
8424,Jásd,Veszprém
5124,Jászágó,Jász-Nagykun-Szolnok
5054,Jászalsószentgyörgy,Jász-Nagykun-Szolnok
5130,Jászapáti,Jász-Nagykun-Szolnok
5123,Jászárokszállás,Jász-Nagykun-Szolnok
5152,Jászberény,Jász-Nagykun-Szolnok
5100,Jászberény,Jász-Nagykun-Szolnok
5144,Jászboldogháza,Jász-Nagykun-Szolnok
5122,Jászdózsa,Jász-Nagykun-Szolnok
5111,Jászfelsőszentgyörgy,Jász-Nagykun-Szolnok
5126,Jászfényszaru,Jász-Nagykun-Szolnok
5135,Jászivány,Jász-Nagykun-Szolnok
5121,Jászjákóhalma,Jász-Nagykun-Szolnok
2746,Jászkarajenő,Pest
5137,Jászkisér,Jász-Nagykun-Szolnok
5055,Jászladány,Jász-Nagykun-Szolnok
5136,Jászszentandrás,Jász-Nagykun-Szolnok
6133,Jászszentlászló,Bács-Kiskun
5141,Jásztelek,Jász-Nagykun-Szolnok
4611,Jéke,Szabolcs-Szatmár-Bereg
8146,Jenő,Fejér
9323,Jobaháza,Győr-Moson-Sopron
3063,Jobbágyi,Nógrád
3758,Jósvafő,Borsod-Abaúj-Zemplén
7431,Juta,Somogy
4183,Kaba,Hajdú-Bihar
8773,Kacorlak,Zala
3424,Kács,Borsod-Abaúj-Zemplén
7940,Kacsóta,Baranya
7530,Kadarkút,Somogy
9123,Kajárpéc,Győr-Moson-Sopron
2472,Kajászó,Fejér
7051,Kajdacs,Tolna
7122,Kakasd,Tolna
7958,Kákics,Baranya
2366,Kakucs,Pest
3350,Kál,Heves
7194,Kalaznó,Tolna
9673,Káld,Vas
2175,Kálló,Nógrád
8785,Kallósd,Zala
4324,Kállósemjén,Szabolcs-Szatmár-Bereg
7538,Kálmáncsa,Somogy
4434,Kálmánháza,Szabolcs-Szatmár-Bereg
8988,Kálócfa,Zala
6300,Kalocsa,Bács-Kiskun
8124,Káloz,Fejér
9841,Kám,Vas
8469,Kamond,Veszprém
5673,Kamut,Békés
3735,Kánó,Borsod-Abaúj-Zemplén
4335,Kántorjánosi,Szabolcs-Szatmár-Bereg
3821,Kány,Borsod-Abaúj-Zemplén
8667,Kánya,Somogy
8956,Kányavár,Zala
8294,Kapolcs,Veszprém
3355,Kápolna,Heves
2475,Kápolnásnyék,Fejér
8671,Kapoly,Somogy
7523,Kaposfő,Somogy
7473,Kaposgyarmat,Somogy
7261,Kaposhomok,Somogy
7258,Kaposkeresztúr,Somogy
7521,Kaposmérő,Somogy
7251,Kapospula,Tolna
7361,Kaposszekcső,Tolna
7476,Kaposszerdahely,Somogy
7522,Kaposújlak,Somogy
7400,Kaposvár,Somogy
8471,Káptalanfa,Veszprém
8283,Káptalantóti,Veszprém
9339,Kapuvár,Győr-Moson-Sopron
9330,Kapuvár,Győr-Moson-Sopron
7285,Kára,Somogy
3281,Karácsond,Heves
8676,Karád,Somogy
9547,Karakó,Vas
8491,Karakószörcsök,Veszprém
3181,Karancsalja,Nógrád
3137,Karancsberény,Nógrád
3183,Karancskeszi,Nógrád
3182,Karancslapujtő,Nógrád
3163,Karancsság,Nógrád
7333,Kárász,Baranya
5300,Karcag,Jász-Nagykun-Szolnok
3963,Karcsa,Borsod-Abaúj-Zemplén
5552,Kardos,Békés
5945,Kardoskút,Békés
8354,Karmacs,Zala
3962,Karos,Borsod-Abaúj-Zemplén
2173,Kartal,Pest
7827,Kásád,Baranya
6211,Kaskantyú,Bács-Kiskun
7977,Kastélyosdombó,Somogy
5948,Kaszaper,Békés
7564,Kaszó,Somogy
7914,Katádfa,Baranya
9915,Katafa,Vas
7661,Kátoly,Baranya
6455,Katymár,Bács-Kiskun
2215,Káva,Pest
8994,Kávás,Zala
3147,Kazár,Nógrád
3127,Kazár,Nógrád
3700,Kazincbarcika,Borsod-Abaúj-Zemplén
3831,Kázsmárk,Borsod-Abaúj-Zemplén
7274,Kazsok,Somogy
6237,Kecel,Bács-Kiskun
2852,Kecskéd,Komárom-Esztergom
6044,Kecskemét,Bács-Kiskun
6008,Kecskemét,Bács-Kiskun
6000,Kecskemét,Bács-Kiskun
8784,Kehidakustány,Zala
4515,Kék,Szabolcs-Szatmár-Bereg
4494,Kékcse,Szabolcs-Szatmár-Bereg
3899,Kéked,Borsod-Abaúj-Zemplén
7661,Kékesd,Baranya
8254,Kékkút,Veszprém
6423,Kelebia,Bács-Kiskun
9549,Keléd,Vas
3728,Kelemér,Borsod-Abaúj-Zemplén
6444,Kéleshalom,Bács-Kiskun
8714,Kelevíz,Somogy
4501,Kemecse,Szabolcs-Szatmár-Bereg
2638,Kemence,Pest
8931,Kemendollár,Zala
8516,Kemeneshőgyész,Veszprém
9553,Kemeneskápolna,Vas
9522,Kemenesmagasi,Vas
9511,Kemenesmihályfa,Vas
9544,Kemenespálfa,Vas
9517,Kemenessömjén,Vas
9521,Kemenesszentmárton,Vas
8518,Kemenesszentpéter,Veszprém
8995,Keménfa,Zala
7843,Kémes,Baranya
9923,Kemestaródfa,Vas
7839,Kemse,Baranya
5349,Kenderes,Jász-Nagykun-Szolnok
5331,Kenderes,Jász-Nagykun-Szolnok
9752,Kenéz,Vas
3955,Kenézlő,Borsod-Abaúj-Zemplén
5083,Kengyel,Jász-Nagykun-Szolnok
9514,Kenyeri,Vas
9945,Kercaszomor,Vas
7256,Kercseliget,Somogy
3396,Kerecsend,Heves
8745,Kerecseny,Zala
6041,Kerekegyháza,Bács-Kiskun
8618,Kereki,Somogy
2882,Kerékteleki,Komárom-Esztergom
2145,Kerepes,Pest
2144,Kerepes,Pest
3821,Keresztéte,Borsod-Abaúj-Zemplén
8971,Kerkabarabás,Zala
8973,Kerkafalva,Zala
8973,Kerkakutas,Zala
9944,Kerkáskápolna,Vas
8874,Kerkaszentkirály,Zala
8879,Kerkateskánd,Zala
4912,Kérsemjén,Szabolcs-Szatmár-Bereg
8492,Kerta,Veszprém
5526,Kertészsziget,Békés
2616,Keszeg,Nógrád
3579,Kesznyéten,Borsod-Abaúj-Zemplén
7062,Keszőhidegkút,Tolna
8360,Keszthely,Zala
2517,Kesztölc,Komárom-Esztergom
7668,Keszü,Baranya
2655,Kétbodony,Nógrád
5741,Kétegyháza,Békés
8713,Kéthely,Somogy
5411,Kétpó,Jász-Nagykun-Szolnok
5674,Kétsoprony,Békés
7975,Kétújfalu,Baranya
9982,Kétvölgy,Vas
7174,Kéty,Tolna
5744,Kevermes,Békés
8774,Kilimán,Zala
9181,Kimle,Győr-Moson-Sopron
8044,Kincsesbánya,Fejér
3657,Királd,Borsod-Abaúj-Zemplén
7953,Királyegyháza,Baranya
6911,Királyhegyes,Csongrád
8195,Királyszentistván,Veszprém
8284,Kisapáti,Veszprém
2428,Kisapostag,Fejér
4921,Kisar,Szabolcs-Szatmár-Bereg
7523,Kisasszond,Somogy
7954,Kisasszonyfa,Baranya
9133,Kisbabot,Győr-Moson-Sopron
3046,Kisbágyon,Nógrád
9062,Kisbajcs,Győr-Moson-Sopron
7542,Kisbajom,Somogy
7282,Kisbárapáti,Somogy
3075,Kisbárkány,Nógrád
2881,Kisbér,Komárom-Esztergom
2879,Kisbér,Komárom-Esztergom
2870,Kisbér,Komárom-Esztergom
8693,Kisberény,Somogy
8477,Kisberzseny,Veszprém
7391,Kisbeszterce,Baranya
9234,Kisbodak,Győr-Moson-Sopron
8925,Kisbucsa,Zala
7756,Kisbudmér,Baranya
3578,Kiscsécs,Borsod-Abaúj-Zemplén
8888,Kiscsehi,Zala
8494,Kiscsősz,Veszprém
7814,Kisdér,Baranya
7985,Kisdobsza,Baranya
5837,Kisdombegyház,Békés
7159,Kisdorog,Tolna
2655,Kisecset,Nógrád
9341,Kisfalud,Győr-Moson-Sopron
3256,Kisfüzes,Heves
8356,Kisgörbő,Zala
7279,Kisgyalán,Somogy
3556,Kisgyőr,Borsod-Abaúj-Zemplén
7391,Kishajmás,Baranya
7800,Kisharsány,Baranya
3161,Kishartyán,Nógrád
7763,Kisherend,Baranya
4977,Kishódos,Szabolcs-Szatmár-Bereg
3994,Kishuta,Borsod-Abaúj-Zemplén
2948,Kisigmánd,Komárom-Esztergom
7773,Kisjakabfalva,Baranya
7766,Kiskassa,Baranya
3843,Kiskinizs,Borsod-Abaúj-Zemplén
3384,Kisköre,Somogy
6200,Kiskőrös,Heves
7524,Kiskorpád,Bács-Kiskun
6100,Kiskunfélegyháza,Bács-Kiskun
6400,Kiskunhalas,Bács-Kiskun
2340,Kiskunlacháza,Pest
